College Board Code,School Name,Course Record ID,Course Title,Transcript Abbreviation(s),Course Number(s),Course Length,Subject Area,Discipline,UC Honors Designation,CTE Industry Sector,CTE Pathway,school_code
052850,Herbert Hoover High School,QZKE4X,French II ,"EDG FRN II A, B (P),EDG FRN II A P,EDG FRN II B P,EDG FRN II A CR (P),EDG FRN II B CR (P)","4773, 4774,4773,4774,4773R,4774R",Full Year,Language Other than English (E),LOTE Level 2,None,,,338
052850,Herbert Hoover High School,NDBPNX,Spanish 3-4,"SPN 3-4 (P),SPN 3P,SPN 4P","2323/2324,2323,2324",Full Year,Language Other than English (E),LOTE Level 2,None,,,338
052850,Herbert Hoover High School,DJJC3EP,"Spanish for Spanish Speakers 3,4","SP SPKRS 3, 4(P),SP SPKRS 3P,SP SPKRS 4P","2347/2348,2347,2348",Full Year,Language Other than English (E),LOTE Level 2,None,,,338
052850,Herbert Hoover High School,HZPFAT,Spanish II ,"EDG SPN II A P,EDG SPN II B P,EDG SPN II A CR (P),EDG SPN II B CR (P)","4717,4718,4717R,4718R",Full Year,Language Other than English (E),LOTE Level 2,None,,,338
052850,Herbert Hoover High School,B6XTQL,French III ,"EDG FRN III A, B (P),EDG FRN III A CR (P),EDG FRN III B CR (P),EDG FRN III A P,EDG FRN III B P","4775, 4776,4775R,4776R,4775,4776",Full Year,Language Other than English (E),LOTE Level 3,None,,,338
052850,Herbert Hoover High School,KA8X9Y,Spanish III ,"EDG SPN III A, B (P),EDG SPN III A CR (P),EDG SPN III B CR (P),EDG SPN III A P,EDG SPN III B P","4722, 4723,4722R,4723R,4722,4723",Full Year,Language Other than English (E),LOTE Level 3,None,,,338
052850,Herbert Hoover High School,HDZETB,AP Spanish Language and Culture,"SPN LNG 1,2 AP (HP),SPN LNG1 APHP,SPN LNG2 APHP","2333, 2334,2333,2334",Full Year,Language Other than English (E),LOTE Level 4+,AP,,,338
052850,Herbert Hoover High School,BAM7JY,AP Calculus AB,"CALC AB 1,2 AP (HP)","4189,4190",Full Year,Mathematics (C),Calculus,AP,,,338
052850,Herbert Hoover High School,PBCPYK,AP Computer Science A,"CM SC A 1-2 AP (HP),CM SC A1 APHP,CM SC A2 APHP","4461, 4462,4461,4462",Full Year,Mathematics (C),Computer Science,AP,Information and Communication Technologies,Software and Systems Development,338
052850,Herbert Hoover High School,QFD9KE,Integrated Math I A-B,INTEG MATH I A-B (P),4157-4158,Full Year,Mathematics (C),Mathematics I,None,,,338
052850,Herbert Hoover High School,NN8CT2,Mathematics I,"EDG MATHEMATICS I A-B (P),EDG MATHEMATICS I A-B CR (P),EDG MATHEMATICS I AP,EDG MATHEMATICS I BP","4742, 4743,4742R, 4743R,4742,4743",Full Year,Mathematics (C),Mathematics I,None,,,338
052850,Herbert Hoover High School,QPEM8C,Integrated Math II A-B,INTEG MATH II A-B (P),4159-4160,Full Year,Mathematics (C),Mathematics II,None,,,338
052850,Herbert Hoover High School,CWPM4N,Mathematics II,"EDG MATHEMATICS II A-B (P),EDG MATHEMATICS II A-B CR (P),EDG MATHEMATICS II AP,EDG MATHEMATICS II BP","4744, 4745,4744R, 4745R,4744,4745",Full Year,Mathematics (C),Mathematics II,None,,,338
052850,Herbert Hoover High School,HFHJ3G,Integrated Math III A-B,"INT MATH III A-B,INTG MATH III AP,INTG MATH III BP","4163, 4164,4163,4164",Full Year,Mathematics (C),Mathematics III,None,,,338
052850,Herbert Hoover High School,FN4Z2H8,"Integrated Math III, Advanced","INTG MATH III A,B ADV,INTG MATH III A ADVP,INTG MATH III B ADVP","4169, 4170,4169,4170",Full Year,Mathematics (C),Mathematics III,None,,,338
052850,Herbert Hoover High School,B3ZHEC,Mathematics III,"EDG MATHEMATICS III A-B (P),EDG MATHEMATICS III A-B CR (P),EDG MATHEMATICS III AP,EDG MATHEMATICS III BP","4746, 4747,4746R, 4747R,4746,4747",Full Year,Mathematics (C),Mathematics III,None,,,338
052850,Herbert Hoover High School,WWG7NZ,"Data Science and Statistics: A Modeling Approach (3,4) Honors","DATA SCI&STATS (3,4) HR","4673,4674",Full Year,Mathematics (C),Other Advanced Mathematics,Honors,Information and Communication Technologies,Information Support and Services,338
052850,Herbert Hoover High School,FHGN87,Precalculus 1-2,"Precalculus 1,2 / PRCAL1,2 (P),PRCAL1 P,PRCAL2 P","4161, 4162,4161,4162",Full Year,Mathematics (C),Other Advanced Mathematics,None,,,338
052850,Herbert Hoover High School,HZJ6B2,Precalculus 1-2 Honors,"PRCAL1-2 HR (HP),PRCAL1 HR  HP,PRCAL2 HR  HP","4181, 4182,4181,4182",Full Year,Mathematics (C),Other Advanced Mathematics,Honors,,,338
052850,Herbert Hoover High School,T97L62,Pre-Calculus ,"EDG CC PRECAL 1-2 (P),EDG CC PRECAL 1-2 CR (P)","4263-4264,4263R, 4264R",Full Year,Mathematics (C),Pre-Calculus,None,,,338
052850,Herbert Hoover High School,HBNL2R,AP Statistics,"STATS 1,2 AP (HP)",4055/4056,Full Year,Mathematics (C),Statistics,AP,,,338
052850,Herbert Hoover High School,ER4YAD,"Data Science and Statistics: A Modeling Approach (1,2)","DATA SCI&STATS 1,2(P)","4688,4689",Full Year,Mathematics (C),Statistics,None,Information and Communication Technologies,Information Support and Services,338
052850,Herbert Hoover High School,NKWME3,"Biology 1,2","BIOLOGY 1(P),BIOLOGY 2(P),BIOLOGY 1P,BIOLOGY 2P","6111,6112,6111,6112",Full Year,Science (D),Biology / Life Sciences,None,,,338
052850,Herbert Hoover High School,QJW5LY,Biology 1/2 Advanced,"Biology 1,2 Advanced / BIO 1,2 ADV (P),BIO 1 ADV   P,BIO 2 ADV   P","6121, 6122,6121,6122",Full Year,Science (D),Biology / Life Sciences,None,,,338
052850,Herbert Hoover High School,AXZFHL,Honors PLTW Human Body Systems,"HNRS PLTW HUM BODY SYS1,2 (HP)","3303, 3304",Full Year,Science (D),Biology / Life Sciences,Honors,Health Science and Medical Technology,Biotechnology,338
052850,Herbert Hoover High School,CJ76SAB,PLTW Human Body Systems,"HUMAN BODY SYS 1,2 (P)","3313,3314",Full Year,Science (D),Biology / Life Sciences,None,,,338
052850,Herbert Hoover High School,CLSQM78,PLTW Principles of Biomedical Science,"PR BIOMED SCI 1,2 (P)","3311,3312",Full Year,Science (D),Biology / Life Sciences,None,Health Science and Medical Technology,Biotechnology,338
052850,Herbert Hoover High School,N7RJ5M,"Sports Medicine 1,2 Honors","SPORTS MED1 HNRS(HP),SPORTS MED2 HNRS(HP)","2601,2602",Full Year,Science (D),Biology / Life Sciences,Honors,Health Science and Medical Technology,Patient Care,338
052850,Herbert Hoover High School,YSARQ5,Biology: The Living Earth,"BIO LIVING EARTH1,2 (P)","6238,6239",Full Year,Science (D),Biology/Earth & Space Sciences,None,,,338
052850,Herbert Hoover High School,LGR4SC,Biology: The Living Earth with an emphasis in Environmental Justice,"BIO ENV JUST 1,2 (P)","6261,6262",Full Year,Science (D),Biology/Earth & Space Sciences,None,,,338
052850,Herbert Hoover High School,RHLM9Y,The Living Earth with Labs,"EDG LIVEARTH W/LABS1,2 (P),EDG LIVEARTH WLABS1,2CR (P)","6253, 6254,6253R, 6254R",Full Year,Science (D),Biology/Earth & Space Sciences,None,,,338
052850,Herbert Hoover High School,XMCQP6,AP Chemistry,"CHEM 1,2 AP (HP)","6291,6292",Full Year,Science (D),Chemistry,AP,,,338
052850,Herbert Hoover High School,BJRFXA,"Chemistry 1,2 Honors","CHEM 1,2 HRS,CHEM 1 HRS HP,CHEM2 HRS  HP","6221, 6222,6221,6222",Full Year,Science (D),Chemistry,Honors,,,338
052850,Herbert Hoover High School,ELY3JM,Chemistry 1/2,"Chemistry 1,2 / CHEMISTRY 1,2(P),CHEMISTRY 1P,CHEMISTRY 2P","6211, 6212,6211,6212",Full Year,Science (D),Chemistry,None,,,338
052850,Herbert Hoover High School,N4PN6E,Chemistry in the Earth System,"CHEM EARTH SYS1,2 (P)","6248,6249",Full Year,Science (D),Chemistry/Earth & Space Sciences,None,,,338
052850,Herbert Hoover High School,Z7C48L,Chemistry in the Earth System with Labs,"EDG CHEM ES W/LABS 1,2 (P),EDG CHEM ES WLABS 1,2 CR (P)","6251, 6252,6251R, 6152R",Full Year,Science (D),Chemistry/Earth & Space Sciences,None,,,338
052850,Herbert Hoover High School,HNB68G,Honors Chemistry in the Earth System,"CHEM EARTH SYS1,2 HNRS(HP)","6258,6259",Full Year,Science (D),Chemistry/Earth & Space Sciences,Honors,,,338
052850,Herbert Hoover High School,BFEBPMZ,AP Computer Science Principles,"COMP SCI PR 1,2 AP (HP),CS PRINCIPLES 1,2 AP (HP)","4463,4464,4463,4464",Full Year,Science (D),Computer Science,AP,Information and Communication Technologies,Software and Systems Development,338
052850,Herbert Hoover High School,RC8NJE,Computer Science Discoveries,"CS DISC 1 (CODE.ORG) (P),CS DISC 2 (CODE.ORG) (P)","3576,3577",Full Year,Science (D),Computer Science,None,Information and Communication Technologies,Software and Systems Development,338
052850,Herbert Hoover High School,K6KSNE,Honors  PLTW Civil Engineering and Architecture,"HNRS PLTW CEA 1,2 (HP)","8319, 8320",Full Year,Science (D),Engineering,Honors,Engineering and Architecture,Architectural Design,338
052850,Herbert Hoover High School,CHBPLG,PLTW Civil Engineering and Architecture,"CEA 1,2 (P),CEA 1-2 (P)","8171, 8172,8175",Full Year,Science (D),Engineering,None,Engineering and Architecture,Architectural Design,338
052850,Herbert Hoover High School,CH32PS,"Sports Medicine 1,2","SPORTS MED 1,2 (P)",8271/8272,Full Year,Science (D),Interdisciplinary Sciences,None,Health Science and Medical Technology,Patient Care,338
052850,Herbert Hoover High School,W394YG,"Sports Medicine 3,4","SPORTS MED 3,4 (P)","8273, 8274",Full Year,Science (D),Interdisciplinary Sciences,None,Health Science and Medical Technology,Patient Care,338
052850,Herbert Hoover High School,BLCFHXT,AP Physics 1,"AP PHYSICS  I AHP,AP PHYSICS I BHP,AP PHYSICS I A, B (HP)","6349,6350,6349, 6350",Full Year,Science (D),Physics,AP,,,338
052850,Herbert Hoover High School,TMYNT9,"Green Up and Go: The Physics of ""Clean"" Engineering","UCCI GREEN UP 1,2 (P)","6240, 6241",Full Year,Science (D),Physics,None,Engineering and Architecture,Engineering Technology,338
052850,Herbert Hoover High School,HWNACE,"Physics 1,2","PHYSICS 2(P),PHYSICS 1(P),PHYSICS 1P,PHYSICS 2P","6312,6311,6311,6312",Full Year,Science (D),Physics,None,,,338
052850,Herbert Hoover High School,MAFECL,Physics 1/2 Advanced,"PHYS 1,2 ADV (P),PHYS 1 ADV  P,PHYS 2 ADV  P","6321, 6322,6321,6322",Full Year,Science (D),Physics,None,,,338
052850,Herbert Hoover High School,SLBJY9,Physics in the Universe with Labs,"EDG PHYS UNV W/LABS 1,2 (P),EDG PHY UNV WLABS1,2CR (P)","6255, 6256,6255R, 6256R",Full Year,Science (D),Physics/Earth & Space Sciences,None,,,338
052850,Herbert Hoover High School,XXKFQ8,Physics of the Universe,"PHYSICS UNIVERSE1,2 (P)","6244,6245",Full Year,Science (D),Physics/Earth & Space Sciences,None,,,338
052850,Herbert Hoover High School,RXY6NF,Elements of Green Construction and Design ,"GRN CNST DSGN 1(P),GRN CNST DSGN 2(P)","3779,3780",Full Year,Visual & Performing Arts (F),Interdisciplinary Arts,None,Building and Construction Trades,Residential and Commercial Construction,338
052850,Herbert Hoover High School,RWNAEX,"Band 1,2","BAND 1 P,BAND 2 P,BAND 1,2 (P)","5020,5021,5020,5021",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,NJ8NRP,"Band 3,4","BAND 3 P,BAND 4 P,BAND 3,4 (P)","5320,5321,5320,5321",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,FTFYPJ,"Band 5,6","BAND 5 P,BAND 6 P,BAND 5,6 (P)","5325,5326,5325,5326",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,BT62ZE,"Band 7,8","BAND 7 P,BAND 8 P,BAND 7,8 (P)","5322,5323,5322,5323",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,GBKRA7,"Choir 1,2","CHOIR 1 P,CHOIR 2 P,CHOIR 1,2 (P)","5050,5051,5050,5051",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,NYXK5G,"Choir 3,4","CHOIR 3 P,CHOIR 4 P,CHOIR 3,4 (P)","5055,5056,5055,5056",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,CQ5L2G,"Choir 5,6","CHOIR 5 P,CHOIR 6 P,CHOIR 5,6 (P)","5060,5061,5060,5061",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,ZDZ9SP,"Choir 7,8","CHOIR 7,8 (P)","5360,5361",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,FWTSNY,"Choir 7,8 Honors","CHOIR 7 HNRSHP,CHOIR 8 HNRSHP,CHOIR 7,8 HNRS (HP)","5057,5058,5057,5058",Full Year,Visual & Performing Arts (F),Music,Honors,,,338
052850,Herbert Hoover High School,MB6PAX,"Jazz Ensemble 1,2","JAZZ ENSMBL1P,JAZZ ENSMBL2P,JAZZ ENSMBL1,2 (P)","5330,5331,5330,5331",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,HW8ST4,"Jazz Ensemble 3,4","JAZZ ENSMBL3P,JAZZ ENSMBL4P,JAZZ ENSMBL 3,4 (P)","5332,5333,5332,5333",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,W6E9HR,"Jazz Ensemble 5,6","JAZZ ENSMBL 5,6,JAZZ ENSMBL5P,JAZZ ENSMBL6P","5343, 5344,5343,5344",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,MNCPKJ,"Jazz Ensemble 7,8","JAZZ ENSEMBL 7,8(P),JAZZ ENSMBL7P,JAZZ ENSMBL8P","5345, 5346,5345,5346",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,AE85DH,"Mariachi 1,2","MARIACHI 1 (P),MARIACHI 2 (P)","5159,5160",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,BX9647,"Mariachi 3,4","MARIACHI 3,4 (P)","5161,5162",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,BKS934F,"Music Theory 1,2","MUSIC THEO 1,2(P),MUSIC THEO 1P,MUSIC THEO 2P","5371, 5372,5371,5372",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,EL4XGP,"Orchestra 1,2","ORCHESTRA 1 P,ORCHESTRA 2 P,ORCHESTR 1,2 (P)","5335,5336,5335,5336",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,DKK3J7W,"Orchestra 3,4","ORCHESTRA 3P,ORCHESTRA 4P,ORCHESTRA 3,4 (P)","5337,5338,5337,5338",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,PZ5JB2,"Orchestra 5,6","ORCHESTRA 5P,ORCHESTRA 6P,ORCHESTRA 5,6 (P)","5339,5340,5339,5340",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,RKM6GW,"Orchestra 7,8","ORCHESTRA 7P,ORCHESTRA 8P,ORCHESTRA 7,8 (P)","5341,5342,5341,5342",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,JB53W7,"Piano 1,2","PIANO 1,2 (P)",5120/5121,Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,AJMEHGF,"Piano 3,4","PIANO 3,4 (P)",5122/5123,Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,LJENH4,"Piano 5,6","PIANO 5,6 (P)",5140/5141,Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,BDYL4M,"Piano 7,8","PIANO 7,8 (P)","5157,5158",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,BHB8MAR,"Theatre: Musical 1,2","THEATRE: MUS1(P),THEATRE: MUS2(P)","1411,1412",Full Year,Visual & Performing Arts (F),Music,None,,,338
052850,Herbert Hoover High School,REHJA8,"Production and Performance 1,2","PROD PERF 1(P),2(P)",1445/1446,Full Year,Visual & Performing Arts (F),Theater,None,,,338
052850,Herbert Hoover High School,DPR9EQG,Technical Theatre 1/2,"TECH THTR 1,2(P)","1413, 1414",Full Year,Visual & Performing Arts (F),Theater,None,"Arts, Media, and Entertainment",Production and Managerial Arts,338
052850,Herbert Hoover High School,DK96JY4,"Technical Theatre 3,4","TECHTHEATRE 3,4 (P)","1462, 1463",Full Year,Visual & Performing Arts (F),Theater,None,,,338
052850,Herbert Hoover High School,EL4PE93,"Theatre 1,2","THEATRE 1 P,THEATRE 2 P,THEATRE 1,2 (P)","1423,1424,1423, 1424",Full Year,Visual & Performing Arts (F),Theater,None,,,338
052850,Herbert Hoover High School,EMLSCPN,"Theatre 3,4","THEATRE 3 P,THEATRE 4 P,THEATRE 3,4 (P)","1425,1426,1425, 1426",Full Year,Visual & Performing Arts (F),Theater,None,,,338
052850,Herbert Hoover High School,EH4EABY,"Theatre 5,6","THEATRE 5,6 (P)","1427, 1428",Full Year,Visual & Performing Arts (F),Theater,None,,,338
052850,Herbert Hoover High School,PQKC3T,Theatre 7/8,"THEATRE 7,8 (P)","1429,1430",Full Year,Visual & Performing Arts (F),Theater,None,,,338
052850,Herbert Hoover High School,AJHNQ4Y,"Theatre: Musical 3,4","THEATRE:MUS 3,4 (P)",1453/1454,Full Year,Visual & Performing Arts (F),Theater,None,,,338
052850,Herbert Hoover High School,LZ6A3W,"Art 1,2","ART 1 (P),ART 2 (P)","0191,0192",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,338
052850,Herbert Hoover High School,EZNG9D,CA - Visual Arts,EDG CA ART,0407,Half Year,Visual & Performing Arts (F),Visual Arts,None,,,338
052850,Herbert Hoover High School,LCLM4K,"Ceramics 1,2","CERAM 1,2 (P)",0231/0232,Full Year,Visual & Performing Arts (F),Visual Arts,None,,,338
052850,Herbert Hoover High School,DP6R9A,"Ceramics 3,4","Ceramics 3,4 (P)",0233/0234,Full Year,Visual & Performing Arts (F),Visual Arts,None,,,338
052850,Herbert Hoover High School,QDW74M,"Color and Design 1,2","COL & DES 1,2(P)",0241/0242,Full Year,Visual & Performing Arts (F),Visual Arts,None,,,338
052850,Herbert Hoover High School,JC97DR,"Drawing & Painting 1,2","DRW & PTG 1,2 (P)",0271/0272,Full Year,Visual & Performing Arts (F),Visual Arts,None,,,338
052850,Herbert Hoover High School,A2DFWM,"Film Arts 1,2","FILM ARTS 1,2 (P)",0387/0388,Full Year,Visual & Performing Arts (F),Visual Arts,None,,,338
052850,Herbert Hoover High School,JBE4CT,"Introduction to Design 1, 2 ","INTR DESIGN 1,2 (P),INTR DESIGN 1P,INTR DESIGN 2P","3657, 3658,3657,3658",Full Year,Visual & Performing Arts (F),Visual Arts,None,"Arts, Media, and Entertainment","Design, Visual and Media Arts",338
052850,Herbert Hoover High School,BRCAKN,Video Production 1/2,"VIDEO PROD 1P,VIDEO PROD 2P,VIDEO PROD 1,2 (P)","8373,8374,8373, 8374",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,338
052850,Herbert Hoover High School,YRCZKE,"Video Production 3,4","VIDEO PROD 3,4 (P)","8375, 8376",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,338
053893,Kearny College Connections,DDQJX5,"Journalism 1,2","JOURNALISM 1,2 (P)",1960/1961,Full Year,College-Preparatory Elective (G),English,None,,,3735
053893,Kearny College Connections,A7ETJ6,"ELD with ALD 5,6","ELD/ALD 5,6","1355,1356",Full Year,College-Preparatory Elective (G),English as a Second Language (ESL) / English Language Development (ELD),None,,,3735
053893,Kearny College Connections,H82Z3X,African American History,"EDG AFR-AMER HISTORY (P),EDG AFR-AMER HISTORYCR (P)","6560,6560R",Half Year,College-Preparatory Elective (G),History / Social Science,None,,,3735
053893,Kearny College Connections,XZ7DAH,Economics ,"EDG CA ECON (P),EDG CA ECON CR(P)","6550,6550R",Half Year,College-Preparatory Elective (G),History / Social Science,None,,,3735
053893,Kearny College Connections,KFGTSD,Principles of Economics 1,"PR ECON 1 (P),PR ECON 1 P","6758,6758",Half Year,College-Preparatory Elective (G),History / Social Science,None,,,3735
